Date,Time,O3,SO2,NO2,NO,NOx,CO,PM25_TEOM,PM25
5/31/2018,24:00 AM,35,0,0.2,0.2,0.4,0.091,,2
6/1/2018,1:00 AM,35.1,0,0.2,0.2,0.4,0.115,,4
6/1/2018,2:00 AM,34.9,0,0,0.2,0.3,0.119,,4
6/1/2018,3:00 AM,34.3,0,0.2,0,0.3,0.122,,5
6/1/2018,4:00 AM,33.9,0,0.6,0.2,0.8,0.124,,5
6/1/2018,5:00 AM,30.7,0,1.6,0.5,2.2,0.133,,3
6/1/2018,6:00 AM,27.4,0,2.8,0.6,3.4,0.166,,2
6/1/2018,7:00 AM,18.1,0.1,5.9,2.5,8.4,0.209,,5
6/1/2018,8:00 AM,24,0.1,4,2.2,6.3,0.203,,3
6/1/2018,9:00 AM,30.4,0,1.4,0.6,2,0.158,,6
6/1/2018,10:00 AM,30.8,0,1.2,0.5,1.8,0.148,,5
6/1/2018,11:00 AM,34.1,0,0.6,0.7,1.3,0.144,,2
6/1/2018,12:00 PM,35.8,0,0.3,0.4,0.8,0.143,,6
6/1/2018,1:00 PM,33.7,0,1,0.7,1.8,0.14,,9
6/1/2018,2:00 PM,35.5,0,0.7,0.5,1.3,0.129,,8
6/1/2018,3:00 PM,35.5,0,0.7,0.4,1.2,0.13,,7
6/1/2018,4:00 PM,34,0,1.3,0.4,1.7,0.143,,5
6/1/2018,5:00 PM,35.2,0,0.8,0.3,1.2,0.133,,5
6/1/2018,6:00 PM,,,,,,,,4
6/1/2018,7:00 PM,36.4,0,1.1,0.1,1.3,0.136,,5
6/1/2018,8:00 PM,26.6,0,3,0.4,3.4,0.211,,6
6/1/2018,9:00 PM,21.6,0,3.6,0.2,3.9,0.211,,7
6/1/2018,10:00 PM,18,0,3.4,0.1,3.6,0.21,,6
6/1/2018,11:00 PM,19,0,2.7,0.5,3.2,0.204,,8
6/1/2018,24:00 AM,23.6,0,1.9,0.3,2.3,0.165,,9
6/2/2018,1:00 AM,28.2,0,1,0.1,1.2,0.159,,8
6/2/2018,2:00 AM,25.2,0,1.1,0.2,1.4,0.167,,7
6/2/2018,3:00 AM,24.2,0,1.2,0,1.2,0.168,,6
6/2/2018,4:00 AM,23.4,0,1.3,0,1.4,0.167,,4
6/2/2018,5:00 AM,17.5,0,1.8,0,1.9,0.169,,5
6/2/2018,6:00 AM,16,0,2.1,0.4,2.5,0.194,,7
6/2/2018,7:00 AM,14,0,3.4,1.4,4.8,0.213,,7
6/2/2018,8:00 AM,21.2,0.1,2.3,0.9,3.3,0.199,,10
6/2/2018,9:00 AM,22.5,0.1,1.6,1.1,2.8,0.186,,7
6/2/2018,10:00 AM,20.8,0.1,2.1,1.8,3.9,0.2,,7
6/2/2018,11:00 AM,19.2,0.3,4.3,4.4,8.7,0.239,,6
6/2/2018,12:00 PM,23.2,0.3,3.7,3.2,7,0.236,,8
6/2/2018,1:00 PM,28.7,0.2,3.1,2,5.2,0.191,,7
6/2/2018,2:00 PM,29.1,0.3,5,3.4,8.5,0.193,,7
6/2/2018,3:00 PM,32.7,0.2,3,1.6,4.7,0.19,,8
6/2/2018,4:00 PM,21.9,0.3,4.6,3.9,8.5,0.171,,5
6/2/2018,5:00 PM,,,,,,,,2
6/2/2018,6:00 PM,22.6,0.5,4.9,4.8,9.7,0.151,,1
6/2/2018,7:00 PM,15.4,0.6,6.1,5.9,12.1,0.165,,3
6/2/2018,8:00 PM,10.3,0.5,7.8,5.8,13.6,0.169,,4
6/2/2018,9:00 PM,19.5,0.1,4.1,1,5.1,0.17,,4
6/2/2018,10:00 PM,23.5,0,2.2,0.4,2.6,0.166,,3
6/2/2018,11:00 PM,23.1,0,2.1,0.1,2.3,0.154,,4
6/2/2018,24:00 AM,15.4,0.4,5.1,5.5,10.7,0.14,,5
6/3/2018,1:00 AM,23.6,0,1,0.1,1.2,0.129,,7
6/3/2018,2:00 AM,24.3,0,0.4,0.2,0.7,0.126,,8
6/3/2018,3:00 AM,25,0,0.4,0.1,0.6,0.122,,7
6/3/2018,4:00 AM,26.1,0,1,0.1,1.1,0.124,,6
6/3/2018,5:00 AM,26.9,0,1,0.3,1.3,0.123,,5
6/3/2018,6:00 AM,26.6,0,1.3,0.3,1.6,0.129,,5
6/3/2018,7:00 AM,3.1,1.7,11.5,19.7,31.2,0.141,,13
6/3/2018,8:00 AM,25.8,0.6,3.4,3.3,6.7,0.139,,7
6/3/2018,9:00 AM,14.9,0.9,7.4,12.3,19.8,0.156,,7
6/3/2018,10:00 AM,17.4,1.2,6.8,8,14.8,0.165,,6
6/3/2018,11:00 AM,29.3,0.2,1.8,0.7,2.6,0.161,,6
6/3/2018,12:00 PM,31.9,0,1.4,0.7,2.2,0.17,,6
6/3/2018,1:00 PM,31.8,0.1,1.7,1.2,3,0.162,,5
6/3/2018,2:00 PM,29.8,0.4,3.9,3.7,7.7,0.162,,3
6/3/2018,3:00 PM,36.1,0.1,1.4,0.5,2,0.158,,5
6/3/2018,4:00 PM,,,,,,,,3
6/3/2018,5:00 PM,36.1,0.1,1.8,1.1,2.9,0.142,,4
6/3/2018,6:00 PM,42.5,0,0.3,0.3,0.6,0.123,,4
6/3/2018,7:00 PM,40.6,0,0.6,0.2,0.9,0.12,,2
6/3/2018,8:00 PM,41.9,0,0.5,0.3,0.8,0.124,,3
6/3/2018,9:00 PM,43.1,0,0.3,0.2,0.5,0.118,,3
6/3/2018,10:00 PM,40.9,0,0.2,0.2,0.5,0.12,,2
6/3/2018,11:00 PM,38.8,0,0.1,0.2,0.3,0.113,,6
6/3/2018,24:00 AM,38.7,0,0.2,0,0.3,0.116,,5
6/4/2018,1:00 AM,36.1,0,0.7,0.2,0.9,0.114,,4
6/4/2018,2:00 AM,35.8,0,0.4,0.1,0.6,0.115,,4
6/4/2018,3:00 AM,34.2,0,0.6,0.2,0.8,0.114,,5
6/4/2018,4:00 AM,30.4,0,1.2,0.1,1.3,0.118,,3
6/4/2018,5:00 AM,28.9,0,1.6,0.3,2,0.134,,0
6/4/2018,6:00 AM,22.3,0.1,5,2.2,7.2,0.175,,6
6/4/2018,7:00 AM,28.6,0.2,3.1,1.6,4.7,0.181,,7
6/4/2018,8:00 AM,33.2,0,2.2,1.3,3.5,0.167,,5
6/4/2018,9:00 AM,34.9,0,1.7,1.2,2.9,0.157,,6
6/4/2018,10:00 AM,36.6,0,1.3,1,2.3,0.143,,6
6/4/2018,11:00 AM,35.3,0,1.4,1,2.5,0.141,,7
6/4/2018,12:00 PM,35.5,0,1,1.2,2.3,0.134,,5
6/4/2018,1:00 PM,33.9,0,1.4,1.4,2.8,0.153,,6
6/4/2018,2:00 PM,33.1,0,1.2,1.4,2.7,0.161,,7
6/4/2018,3:00 PM,,,,,,,,6
6/4/2018,4:00 PM,33.1,0,1.3,1.2,2.6,0.169,,3
6/4/2018,5:00 PM,33.4,0,1.6,1.1,2.8,0.167,,6
6/4/2018,6:00 PM,32.8,0.1,2.3,1.1,3.4,0.153,,8
6/4/2018,7:00 PM,28,0.3,4.3,1.4,5.8,0.154,,6
6/4/2018,8:00 PM,33.9,0,2.1,0.3,2.5,0.151,,4
6/4/2018,9:00 PM,33.3,0,2.2,0.2,2.5,0.14,,4
6/4/2018,10:00 PM,35.5,0,0.9,0.2,1.2,0.135,,5
6/4/2018,11:00 PM,33.7,0,1,0.2,1.2,0.111,,6
6/4/2018,24:00 AM,30.2,0,1.8,0.2,2.1,0.134,,5
6/5/2018,1:00 AM,26.2,0,3.8,0,3.9,0.083,,2
6/5/2018,2:00 AM,28.1,0,1.2,0,1.2,0.091,,1
6/5/2018,3:00 AM,31.9,0,0.5,0.1,0.6,0.084,,3
6/5/2018,4:00 AM,24.9,0,1.1,0.3,1.4,0.1,,8
6/5/2018,5:00 AM,20.1,0,2.5,0.4,2.9,0.118,,7
6/5/2018,6:00 AM,24.6,0,3.1,0.6,3.7,0.138,,5
6/5/2018,7:00 AM,22.8,1.3,4.4,1,5.5,0.159,,6
6/5/2018,8:00 AM,25.1,0.1,3.4,0.9,4.4,0.155,,5
6/5/2018,9:00 AM,,0,2.7,1.1,3.8,0.119,,6
6/5/2018,10:00 AM,,0,2,0.6,2.7,0.106,,5
6/5/2018,11:00 AM,,0.1,1.5,0.7,2.3,0.105,,4
6/5/2018,12:00 PM,,0,,,,0.098,,3
6/5/2018,1:00 PM,36.7,0,,,,0.111,,3
6/5/2018,2:00 PM,,,,,,,,5
6/5/2018,3:00 PM,37.7,0,,,,0.092,,5
6/5/2018,4:00 PM,36.6,0,,,,0.096,,6
6/5/2018,5:00 PM,31.6,0.2,,,,0.187,,9
6/5/2018,6:00 PM,33.4,0.1,,,,0.144,,6
6/5/2018,7:00 PM,32.1,0,,,,0.126,,3
6/5/2018,8:00 PM,31,0,,,,0.166,,5
6/5/2018,9:00 PM,30.6,0,,,,0.118,,6
6/5/2018,10:00 PM,21.9,0,,,,0.182,,9
6/5/2018,11:00 PM,19.7,0,,,,0.196,,7
6/5/2018,24:00 AM,24.8,0,,,,0.125,,5
6/6/2018,1:00 AM,19.3,0,,,,0.143,,5
6/6/2018,2:00 AM,15,0,,,,0.123,,7
6/6/2018,3:00 AM,10.1,0,,,,0.191,,5
6/6/2018,4:00 AM,7.5,0,,,,0.194,,3
6/6/2018,5:00 AM,6.7,0,,,,0.211,,10
6/6/2018,6:00 AM,5.4,0.3,,,,0.269,,9
6/6/2018,7:00 AM,8,0.5,,,,0.338,,6
6/6/2018,8:00 AM,18.1,0.3,,,,0.244,,6
6/6/2018,9:00 AM,20.1,0.1,,,,0.19,,6
6/6/2018,10:00 AM,24.9,0,,,,0.158,,4
6/6/2018,11:00 AM,28.9,0,,,,,,3
6/6/2018,12:00 PM,32.2,0,,,,,,3
6/6/2018,1:00 PM,,,,,,,,6
6/6/2018,2:00 PM,32,0.1,,,,,,4
6/6/2018,3:00 PM,31.4,0.2,,,,0.201,,2
6/6/2018,4:00 PM,29.6,0.1,,,,0.213,,3
6/6/2018,5:00 PM,29.9,0.1,,,,0.197,,3
6/6/2018,6:00 PM,34.8,0.1,,,,0.164,,4
6/6/2018,7:00 PM,28,0.1,10.1,2.1,12.2,0.177,,4
6/6/2018,8:00 PM,30.2,0,4.4,0.3,4.8,0.175,,4
6/6/2018,9:00 PM,29.5,0,3.5,0.3,3.9,0.162,,6
6/6/2018,10:00 PM,28.9,0,3.6,0.1,3.7,0.156,,4
6/6/2018,11:00 PM,27.9,0,4.1,0.1,4.2,0.155,,6
6/6/2018,24:00 AM,29.9,0,3.3,0.3,3.6,0.134,,5
6/7/2018,1:00 AM,33.6,0,1.1,0.3,1.4,0.127,,4
6/7/2018,2:00 AM,34.7,0,0.8,0.2,1,0.126,,4
6/7/2018,3:00 AM,34.5,0,1.9,0.4,2.3,0.133,,3
6/7/2018,4:00 AM,37.8,0,1.8,0.3,2.1,0.13,,2
6/7/2018,5:00 AM,37.3,0,5.1,0.5,5.6,0.15,,4
6/7/2018,6:00 AM,34.4,0,11.7,1.3,13.1,0.182,,3
6/7/2018,7:00 AM,35.3,0,11.5,3.1,14.6,0.209,,3
6/7/2018,8:00 AM,35.4,0,10.9,3.8,14.8,0.23,,5
6/7/2018,9:00 AM,36.7,,9.8,3.2,13.1,,,5
6/7/2018,10:00 AM,36.2,,8.6,2.9,11.6,,,4
6/7/2018,11:00 AM,37.3,,6.4,1.7,8.2,,,7
6/7/2018,12:00 PM,,,,,,,,9
6/7/2018,1:00 PM,39.2,0,5.4,1.7,7.1,0.158,,6
6/7/2018,2:00 PM,42.7,0,3.5,1.6,5.1,0.164,,4
6/7/2018,3:00 PM,43.5,0,4,1.7,5.8,0.165,,7
6/7/2018,4:00 PM,42.1,0,2.6,0.9,3.5,0.164,,4
6/7/2018,5:00 PM,39,0,4.6,1.5,6.1,0.184,,7
6/7/2018,6:00 PM,38,0,6,1.1,7.1,0.189,,9
6/7/2018,7:00 PM,22.6,0.1,21.1,4.9,26,0.184,,8
6/7/2018,8:00 PM,19.1,0.1,27.6,3.9,31.5,0.188,,9
6/7/2018,9:00 PM,34.6,0,8.6,0.5,9.2,0.184,,7
6/7/2018,10:00 PM,30.3,0,12.1,0,12.1,0.196,,6
6/7/2018,11:00 PM,32.1,0,8.8,0.3,9.2,0.185,,4
6/7/2018,24:00 AM,23.5,0,10.5,0,10.5,0.196,,10
6/8/2018,1:00 AM,20,0,9.8,0.1,10,0.206,,6
6/8/2018,2:00 AM,19.1,0,10.9,0.2,11.2,0.177,,4
6/8/2018,3:00 AM,27.8,0,7,0,7.1,0.103,,4
6/8/2018,4:00 AM,18.1,0,14.6,0,14.5,0.105,,4
6/8/2018,5:00 AM,13.3,0,18.1,1.2,19.4,0.12,,6
6/8/2018,6:00 AM,12.2,0,18.7,3.2,22,0.184,,6
6/8/2018,7:00 AM,15.1,0.1,16.1,5.7,21.9,0.193,,5
6/8/2018,8:00 AM,21,0.1,11.8,5,16.9,0.189,,6
6/8/2018,9:00 AM,30.9,0,4.6,1.5,6.1,0.127,,5
6/8/2018,10:00 AM,32.5,0,3.2,1.2,4.5,0.119,,6
6/8/2018,11:00 AM,,,,,,,,5
6/8/2018,12:00 PM,31,0.1,8.1,5.1,13.3,0.159,,7
6/8/2018,1:00 PM,37.6,0,6.8,2.9,9.8,0.156,,5
6/8/2018,2:00 PM,33.8,0,8.2,3.1,11.4,0.177,,5
6/8/2018,3:00 PM,30.2,0,9.9,3.6,13.6,0.209,,6
6/8/2018,4:00 PM,28.5,0,9.2,2.3,11.6,0.201,,8
6/8/2018,5:00 PM,35.8,0,4.2,0.9,5.2,0.162,,6
6/8/2018,6:00 PM,37.8,0,3.4,0.4,3.9,0.147,,4
6/8/2018,7:00 PM,36.3,0,3.7,0.4,4.1,0.155,,4
6/8/2018,8:00 PM,32.2,0,4.1,0,4.1,0.155,,4
6/8/2018,9:00 PM,25.6,0,7.4,0.1,7.5,0.19,,6
6/8/2018,10:00 PM,13.7,0.1,16.9,5.3,22.2,0.213,,6
6/8/2018,11:00 PM,14.2,0.3,22.6,7.9,30.4,0.163,,8
6/8/2018,24:00 AM,6.6,0.8,25.5,27.8,53.4,0.138,,7
6/9/2018,1:00 AM,24.4,0.2,6.6,1.6,8.3,0.13,,4
6/9/2018,2:00 AM,31.9,0,2,0.1,2.2,0.121,,3
6/9/2018,3:00 AM,34.5,0,1.3,0.3,1.6,0.138,,5
6/9/2018,4:00 AM,30.8,0,1.7,0.2,1.9,0.137,,3
6/9/2018,5:00 AM,26.1,0,4.8,0.6,5.5,0.152,,1
6/9/2018,6:00 AM,19,0,6.1,1.3,7.4,0.194,,5
6/9/2018,7:00 AM,29.7,0,4.6,1.7,6.4,0.143,,5
6/9/2018,8:00 AM,30.6,0,3.6,1.9,5.5,0.155,,6
6/9/2018,9:00 AM,32.3,0,3.3,2.3,5.7,0.175,,6
6/9/2018,10:00 AM,,,,,,,,4
6/9/2018,11:00 AM,34.8,0.1,3.1,1.8,4.9,0.167,,4
6/9/2018,12:00 PM,35.8,0.2,3.4,2.1,5.5,0.167,,3
6/9/2018,1:00 PM,36.8,0,2.6,1.6,4.2,0.163,,4
6/9/2018,2:00 PM,36.4,0,2.4,1.7,4.1,0.164,,4
6/9/2018,3:00 PM,36.8,0,2.3,1.6,3.9,0.107,,1
6/9/2018,4:00 PM,37.1,0,1.1,0.7,1.9,0.092,,2
6/9/2018,5:00 PM,35.8,0,1.3,1,2.3,0.08,,2
6/9/2018,6:00 PM,34.1,0,0.9,0.7,1.7,0.09,,2
6/9/2018,7:00 PM,32.9,0,1.2,0.7,1.9,0.081,,3
6/9/2018,8:00 PM,31.9,0,1.3,0.4,1.8,0.075,,6
6/9/2018,9:00 PM,31.6,0,0.9,0.4,1.4,0.07,,3
6/9/2018,10:00 PM,30.6,0,1.8,0.6,2.5,0.078,,2
6/9/2018,11:00 PM,30.8,0,1.4,0.5,1.9,0.094,,3
6/9/2018,24:00 AM,29.3,0,2.3,0.6,2.9,0.098,,4
6/10/2018,1:00 AM,30.2,0,1.5,0.3,1.8,0.089,,3
6/10/2018,2:00 AM,32.5,0,1.2,0.3,1.5,0.089,,2
6/10/2018,3:00 AM,34.3,0,0.6,0.1,0.8,0.104,,2
6/10/2018,4:00 AM,32.2,0,0.4,0.3,0.8,0.104,,5
6/10/2018,5:00 AM,29.8,0,1.4,0.4,1.9,0.112,,3
6/10/2018,6:00 AM,30,0,1.6,0.7,2.3,0.113,,2
6/10/2018,7:00 AM,27.5,0,2.7,1.1,3.9,0.123,,4
6/10/2018,8:00 AM,24.6,0,2.5,1.4,3.9,0.127,,4
6/10/2018,9:00 AM,,,,,,,,2
6/10/2018,10:00 AM,29.2,0,2.2,1.6,3.8,0.128,,3
6/10/2018,11:00 AM,29.7,0,1.1,0.8,2,0.119,,2
6/10/2018,12:00 PM,31.1,0,0.7,0.7,1.5,0.118,,4
6/10/2018,1:00 PM,31.5,0,1.8,1.5,3.3,0.136,,5
6/10/2018,2:00 PM,36.5,0,1.3,1,2.3,0.128,,4
6/10/2018,3:00 PM,35.6,0,2.3,1.5,3.8,0.118,,2
6/10/2018,4:00 PM,33.5,0,1.8,1.4,3.3,0.126,,5
6/10/2018,5:00 PM,33.7,0,1.9,1.5,3.5,0.121,,3
6/10/2018,6:00 PM,33.4,0,2.4,1.3,3.7,0.117,,3
6/10/2018,7:00 PM,31.6,0,3.4,1.1,4.6,0.115,,4
6/10/2018,8:00 PM,34.1,0,0.9,0.5,1.4,0.107,,3
6/10/2018,9:00 PM,32.5,0,2.1,0.7,2.9,0.11,,2
6/10/2018,10:00 PM,31,0,1.8,0.5,2.4,0.112,,1
6/10/2018,11:00 PM,28.7,0,2.4,0.2,2.6,0.111,,2
6/10/2018,24:00 AM,26.6,0,2.6,0.4,3,0.108,,4
6/11/2018,1:00 AM,27.4,0,1.4,0.1,1.6,0.101,,5
6/11/2018,2:00 AM,27.6,0,0.8,0.2,1,0.102,,4
6/11/2018,3:00 AM,24.3,0,2.3,0.3,2.6,0.143,,2
6/11/2018,4:00 AM,13.4,0,5,0.9,6,0.174,,2
6/11/2018,5:00 AM,7.6,0,8,1.3,9.4,0.205,,3
6/11/2018,6:00 AM,6.9,0.1,10.6,8.9,19.6,0.258,,5
6/11/2018,7:00 AM,14,0.3,10.6,10.8,21.5,0.24,,6
6/11/2018,8:00 AM,,,,,,,,6
6/11/2018,9:00 AM,24.5,1.1,5.9,5.5,11.4,0.188,,5
6/11/2018,10:00 AM,27.6,0.2,5,3.9,8.9,0.165,,3
6/11/2018,11:00 AM,30.6,0.2,3.5,2.5,6,0.166,,1
6/11/2018,12:00 PM,32.7,0.2,1.9,1.6,3.6,0.141,,0
6/11/2018,1:00 PM,32.6,0.1,2.1,1.5,3.7,0.151,,1
6/11/2018,2:00 PM,31.5,0,3.2,2.7,6,0.168,,1
6/11/2018,3:00 PM,30.6,0,4.8,3.7,8.6,0.162,,3
6/11/2018,4:00 PM,31.7,0,6.2,3.8,10,0.185,,3
6/11/2018,5:00 PM,33,0,5.4,2.7,8.2,0.167,,4
6/11/2018,6:00 PM,27.5,0,9.5,4.2,13.8,0.162,,6
6/11/2018,7:00 PM,35.8,0,2.2,0.9,3.2,0.119,,4
6/11/2018,8:00 PM,35,0,2.5,0.5,3.1,0.119,,4
6/11/2018,9:00 PM,29.5,0,5,0.5,5.6,0.143,,3
6/11/2018,10:00 PM,26.6,0,6.3,0.2,6.6,0.148,,1
6/11/2018,11:00 PM,27.5,0,5.4,0.2,5.6,0.127,,5
6/11/2018,24:00 AM,28.9,0,2,0.2,2.3,0.122,,3
6/12/2018,1:00 AM,27.8,0,2.1,0.2,2.4,0.115,,3
6/12/2018,2:00 AM,25.4,0,2.2,0,2.2,0.117,,3
6/12/2018,3:00 AM,16.8,0,4.7,0.1,4.8,0.143,,4
6/12/2018,4:00 AM,14.6,0,6.7,0.3,7.1,0.145,,2
6/12/2018,5:00 AM,10.9,0,7.5,0.5,8.1,0.175,,4
6/12/2018,6:00 AM,13.3,0,7.3,2,9.4,0.168,,7
6/12/2018,7:00 AM,,,,,,,,6
6/12/2018,8:00 AM,19,0,5.7,3.8,9.6,0.165,,3
6/12/2018,9:00 AM,22.2,0.1,6.3,3.5,9.9,0.156,,4
6/12/2018,10:00 AM,24.9,0.1,5,2.6,7.6,0.149,,5
6/12/2018,11:00 AM,24.4,0.2,4.8,2.6,7.5,0.157,,6
6/12/2018,12:00 PM,26.1,0.1,4.3,1.5,5.9,0.155,,6
6/12/2018,1:00 PM,27.6,0.1,5.4,3.6,9,0.166,,3
6/12/2018,2:00 PM,26.4,0.4,7.8,5.6,13.5,0.185,,4
6/12/2018,3:00 PM,33.3,0.2,3.4,1.5,4.9,0.127,,4
6/12/2018,4:00 PM,33.8,0.3,2,0.9,3,0.123,,3
6/12/2018,5:00 PM,31.2,0.2,3.4,1.3,4.8,0.138,,7
6/12/2018,6:00 PM,26.8,0.2,5.6,1.4,7.1,0.144,,5
6/12/2018,7:00 PM,17.5,0.8,14.9,5.8,20.8,0.177,,4
6/12/2018,8:00 PM,11.5,1.1,24.8,5.4,30.3,0.18,,5
6/12/2018,9:00 PM,18.7,1.4,15.2,0.6,15.8,0.169,,9
6/12/2018,10:00 PM,26.3,3.3,5.6,0.5,6.1,0.135,,6
6/12/2018,11:00 PM,28.5,1.6,3.2,0.1,3.3,0.126,,5
6/12/2018,24:00 AM,24.6,1.2,4.9,0.2,5.2,0.129,,5
6/13/2018,1:00 AM,22.9,0.7,4.6,0.1,4.7,0.13,,6
6/13/2018,2:00 AM,20.8,0.3,4.5,0.1,4.6,0.126,,6
6/13/2018,3:00 AM,16.4,0.2,9,0.3,9.4,0.126,,5
6/13/2018,4:00 AM,15.2,0.3,6.5,0.2,6.7,0.133,,7
6/13/2018,5:00 AM,16.2,0.6,5.9,0.6,6.5,0.154,,9
6/13/2018,6:00 AM,,,,,,,,9
6/13/2018,7:00 AM,12.4,0.8,14.8,7,21.8,0.243,,7
6/13/2018,8:00 AM,13,1,18.6,14.7,33.3,0.206,,7
6/13/2018,9:00 AM,20.1,0.5,10.1,9,19.1,0.17,,5
6/13/2018,10:00 AM,26.5,0.2,4,3.8,7.9,0.147,,3
6/13/2018,11:00 AM,27.9,0.2,3.6,3.3,7,0.147,,2
6/13/2018,12:00 PM,28.8,0.1,3.2,2.8,6,0.099,,4
6/13/2018,1:00 PM,28.8,0.1,3.4,2.9,6.3,0.094,,4
6/13/2018,2:00 PM,29.4,0.1,3.8,3.6,7.4,0.1,,5
6/13/2018,3:00 PM,29.9,0.1,3.4,3.3,6.8,0.168,,7
6/13/2018,4:00 PM,29.3,0,3,2.9,5.9,0.203,,5
6/13/2018,5:00 PM,30.2,0,2.1,1.7,3.8,0.198,,6
6/13/2018,6:00 PM,29.5,0,2.1,1.2,3.3,0.193,,6
6/13/2018,7:00 PM,28,0,2.8,1.3,4.2,0.19,,4
6/13/2018,8:00 PM,28.1,0,1.9,0.9,2.9,0.184,,4
6/13/2018,9:00 PM,29.3,0,2,0.6,2.6,0.176,,4
6/13/2018,10:00 PM,29.6,0,2.3,0.6,2.9,0.174,,3
6/13/2018,11:00 PM,29.7,0,1.6,0.3,2,0.174,,5
6/13/2018,24:00 AM,28.8,0,1.2,0.3,1.5,0.167,,3
6/14/2018,1:00 AM,27.2,0,2,0.2,2.2,0.166,,2
6/14/2018,2:00 AM,25.6,0,1.9,0.3,2.3,0.165,,6
6/14/2018,3:00 AM,24.7,0,1.3,0.2,1.6,0.099,,6
6/14/2018,4:00 AM,22.3,0,2.9,0.3,3.2,0.105,,5
6/14/2018,5:00 AM,,,,,,,,3
6/14/2018,6:00 AM,15.5,0,9.2,4.3,13.5,0.153,,6
6/14/2018,7:00 AM,17.1,0.1,6.7,5.5,12.2,0.153,,6
6/14/2018,8:00 AM,16.9,0.1,7.4,7.9,15.4,0.155,,4
6/14/2018,9:00 AM,19.7,0.2,6.7,7.2,14,0.154,,4
6/14/2018,10:00 AM,23,0.1,5.5,5.6,11.2,0.146,,4
6/14/2018,11:00 AM,21.9,0.1,7,8.1,15.1,0.136,,3
6/14/2018,12:00 PM,21.5,0.1,7.3,8.3,15.7,0.144,,2
6/14/2018,1:00 PM,23,0.1,5.8,5.1,11,0.147,,6
6/14/2018,2:00 PM,22.4,0.1,4.5,5,9.6,0.154,,5
6/14/2018,3:00 PM,23,0.1,6.9,7.4,14.3,0.171,,2
6/14/2018,4:00 PM,21.8,0.1,7,4.8,11.9,0.189,,0
6/14/2018,5:00 PM,21.6,0.1,6.6,3.7,10.4,0.186,,5
6/14/2018,6:00 PM,23.2,0,5.3,2.6,7.9,0.153,,6
6/14/2018,7:00 PM,25.1,0,3.5,1,4.6,0.133,,5
6/14/2018,8:00 PM,22.3,0,4.6,1.1,5.8,0.144,,4
6/14/2018,9:00 PM,20.6,0,5.3,1.2,6.5,0.143,,3
6/14/2018,10:00 PM,20.5,0,4.6,0.6,5.2,0.14,,3
6/14/2018,11:00 PM,19.8,0,4.6,0.4,5.1,0.123,,3
6/14/2018,24:00 AM,16.8,0,6.6,0.3,7,0.126,,2
6/15/2018,1:00 AM,17.7,0,4.7,0.2,5,0.116,,2
6/15/2018,2:00 AM,15.3,0,5.6,0.1,5.8,0.11,,6
6/15/2018,3:00 AM,15.2,0,5.1,0.2,5.3,0.102,,5
6/15/2018,4:00 AM,,,,,,,,5
6/15/2018,5:00 AM,1.6,0.1,8.8,11.3,20.2,0.204,,6
6/15/2018,6:00 AM,3.5,0.4,14,14.6,28.6,0.223,,5
6/15/2018,7:00 AM,3.8,0.7,16.7,21.8,38.5,0.257,,5
6/15/2018,8:00 AM,6.7,1,13.1,20,33.2,0.327,,7
6/15/2018,9:00 AM,14.8,1.1,9.1,14,23.2,0.205,,8
6/15/2018,10:00 AM,15.4,1,8.9,11.8,20.7,0.177,,8
6/15/2018,11:00 AM,19.3,1,8.4,8.3,16.7,0.168,,10
6/15/2018,12:00 PM,22.1,0.8,5.8,5.4,11.3,0.161,,8
6/15/2018,1:00 PM,24.2,0.7,5.8,4.5,10.4,0.157,,8
6/15/2018,2:00 PM,25.9,0.6,7.3,6.3,13.7,0.172,,10
6/15/2018,3:00 PM,15.7,0.9,18.3,19.7,38,0.2,,7
6/15/2018,4:00 PM,20,0.7,11.4,9.5,20.9,0.215,,7
6/15/2018,5:00 PM,19.3,0.4,10.7,7.6,18.3,0.216,,6
6/15/2018,6:00 PM,20.4,0.3,9,7.4,16.5,0.2,,4
6/15/2018,7:00 PM,22,0.2,6.4,1.9,8.4,0.193,,2
6/15/2018,8:00 PM,20.3,0,6.7,1.7,8.4,0.181,,3
6/15/2018,9:00 PM,18.4,0,7.8,1.8,9.6,0.194,,4
6/15/2018,10:00 PM,16.2,0.1,9.3,1.9,11.3,0.176,,6
6/15/2018,11:00 PM,17.6,0.1,8,0.1,8.1,0.171,,5
6/15/2018,24:00 AM,15.5,0,8.9,0.2,9.1,0.161,,6
6/16/2018,1:00 AM,21.5,0.2,5.6,0.1,5.8,0.149,,7
6/16/2018,2:00 AM,24.8,0.3,1.9,0.2,2.1,0.145,,6
6/16/2018,3:00 AM,,,,,,,,10
6/16/2018,4:00 AM,14.1,0,8.8,0,8.8,0.155,,5
6/16/2018,5:00 AM,10.7,0.1,11.8,1.2,13,0.18,,2
6/16/2018,6:00 AM,11.1,0.6,11.8,6.3,18.1,0.214,,3
6/16/2018,7:00 AM,18.6,0.9,7.1,4.5,11.6,0.186,,6
6/16/2018,8:00 AM,20.5,0.4,5.6,4.2,9.9,0.18,,7
6/16/2018,9:00 AM,25.8,1,2.8,1.8,4.7,0.166,,6
6/16/2018,10:00 AM,26.2,0.7,5.1,3.4,8.6,0.149,,8
6/16/2018,11:00 AM,27.1,0.4,6.3,4.1,10.4,0.15,,7
