Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
Clapperclowe,"John Taylor, Palle Danielsson & Peter Erskine",,You Never Know,,,,,,Jazz,10318841,296,1,1,2,9,1992,2017-05-29 20:17,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\02 Clapperclowe.m4a"
On the Lake,"John Taylor, Palle Danielsson & Peter Erskine",,You Never Know,,,,,,Jazz,10586988,307,1,1,3,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\03 On the Lake.m4a"
Amber Waves,"John Taylor, Palle Danielsson & Peter Erskine",Vince Mendoza,You Never Know,,,,,,Jazz,12000374,346,1,1,4,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\04 Amber Waves.m4a"
She Never Has a Window,"John Taylor, Palle Danielsson & Peter Erskine",Vince Mendoza,You Never Know,,,,,,Jazz,16897047,441,1,1,5,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\05 She Never Has a Window.m4a"
Evans Above,"John Taylor, Palle Danielsson & Peter Erskine",,You Never Know,,,,,,Jazz,13368866,379,1,1,6,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\06 Evans Above.m4a"
Pure & Simple,"John Taylor, Palle Danielsson & Peter Erskine",,You Never Know,,,,,,Jazz,14579078,398,1,1,7,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\07 Pure & Simple.m4a"
Heart Game,"John Taylor, Palle Danielsson & Peter Erskine",Vince Mendoza,You Never Know,,,,,,Jazz,11243338,316,1,1,8,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\08 Heart Game.m4a"
Everything I Love,"John Taylor, Palle Danielsson & Peter Erskine",Cole Porter,You Never Know,,,,,,Jazz,16657251,468,1,1,9,9,1992,2017-05-29 20:18,2009-03-17 7:07,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\John Taylor, Palle Danielsson & Peter Er\You Never Know\09 Everything I Love.m4a"
Sideways,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,13758743,401,1,1,1,10,2007,2017-05-29 20:19,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\01 Sideways.m4a
Time Rebel,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,11174336,314,1,1,2,10,2007,2017-05-29 20:18,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\02 Time Rebel.m4a
Slow Bo-Bo,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,10915843,307,1,1,3,10,2007,2017-05-29 20:18,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\03 Slow Bo-Bo.m4a
Near South End,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,11466218,326,1,1,4,10,2007,2017-05-29 20:18,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\04 Near South End.m4a
Out of Night,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,21324778,616,1,1,5,10,2007,2017-05-29 20:19,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\05 Out of Night.m4a
Hanna's Lament,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,8588049,242,1,1,6,10,2007,2017-05-29 20:19,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\06 Hanna's Lament.m4a
St. Ella,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,10068929,275,1,1,7,10,2007,2017-05-29 20:19,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\07 St. Ella.m4a
Maybe We Can,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,14411124,413,1,1,8,10,2007,2017-05-29 20:19,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\08 Maybe We Can.m4a
Wide Asleep,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,11628182,330,1,1,9,10,2007,2017-05-29 20:19,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\09 Wide Asleep.m4a
Gazing at Stars,Jacob Young,Jacob Young,Sideways,,,,,,Jazz,4564859,123,1,1,10,10,2007,2017-05-29 20:19,2009-03-16 20:10,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jacob Young\Sideways\10 Gazing at Stars.m4a
Reflections,Jan Garbarek,Jan Garbarek,Places,,,,,,Jazz,31488707,907,1,1,1,4,1977,2017-05-29 20:20,2009-03-04 9:52,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Places\01 Reflections.m4a
Entering,Jan Garbarek,Jan Garbarek,Places,,,,,,Jazz,16096576,475,1,1,2,4,1977,2017-05-29 20:19,2009-03-04 9:52,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Places\02 Entering.m4a
Going Places,Jan Garbarek,Jan Garbarek,Places,,,,,,Jazz,29539320,855,1,1,3,4,1977,2017-05-29 20:19,2009-03-04 9:52,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Places\03 Going Places.m4a
Passing,Jan Garbarek,Jan Garbarek,Places,,,,,,Jazz,23133598,682,1,1,4,4,1977,2017-05-29 20:20,2009-03-04 9:52,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Places\04 Passing.m4a
Tribe,Enrico Rava,Enrico Rava,The Plot,,,,,,Jazz,14354013,415,1,1,1,6,1976,2017-05-29 20:20,2009-03-04 7:15,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Plot\01 Tribe.m4a"
On the Red Side of the Street,Enrico Rava,Enrico Rava & Graciela Rava,The Plot,,,,,,Jazz,11310249,328,1,1,2,6,1976,2017-05-29 20:20,2009-03-04 7:15,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Plot\02 On the Red Side of the Street.m4a"
Amici,Enrico Rava,Enrico Rava,The Plot,,,,,,Jazz,18606810,548,1,1,3,6,1976,2017-05-29 20:20,2009-03-04 7:15,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Plot\03 Amici.m4a"
Dr. Ra and Mr. Va,Enrico Rava,Enrico Rava,The Plot,,,,,,Jazz,13784581,405,1,1,4,6,1976,2017-05-29 20:20,2009-03-04 7:15,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Plot\04 Dr. Ra and Mr. Va.m4a"
Foto Di Famiglia,Enrico Rava,Enrico Rava & John Abercrombie,The Plot,,,,,,Jazz,5277947,146,1,1,5,6,1976,2017-05-29 20:20,2009-03-04 7:15,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Plot\05 Foto Di Famiglia.m4a"
The Plot,Enrico Rava,Enrico Rava,The Plot,,,,,,Jazz,30392845,903,1,1,6,6,1976,2017-05-29 20:20,2009-03-04 7:15,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Plot\06 The Plot.m4a"
The Path,Jan Garbarek,,Paths Prints,,,,,,Pop,14957010,434,1,1,1,8,1982,2017-05-29 20:21,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\01 The Path.m4a
Footprints,Jan Garbarek,,Paths Prints,,,,,,Pop,21022588,610,1,1,2,8,1982,2017-05-29 20:21,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\02 Footprints.m4a
Kite Dance,Jan Garbarek,,Paths Prints,,,,,,Pop,11882521,338,1,1,3,8,1982,2017-05-29 20:20,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\03 Kite Dance.m4a
To B.E.,Jan Garbarek,,Paths Prints,,,,,,Pop,6952148,195,1,1,4,8,1982,2017-05-29 20:21,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\04 To B.E..m4a
The Move,Jan Garbarek,,Paths Prints,,,,,,Pop,14053515,404,1,1,5,8,1982,2017-05-29 20:21,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\05 The Move.m4a
Arc,Jan Garbarek,,Paths Prints,,,,,,Pop,10598946,306,1,1,6,8,1982,2017-05-29 20:21,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\06 Arc.m4a
Considering the Snail,Jan Garbarek,,Paths Prints,,,,,,Pop,13680602,395,1,1,7,8,1982,2017-05-29 20:21,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\07 Considering the Snail.m4a
Still,Jan Garbarek,,Paths Prints,,,,,,Pop,13178925,383,1,1,8,8,1982,2017-05-29 20:21,2009-03-03 7:45,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Jan Garbarek\Paths Prints\08 Still.m4a
The Pilgrim and the Stars,"Enrico Rava, John Abercrombie, Palle Danielsson & Jon Christensen",Enrico Rava,The Pilgrim and the Stars,,,,,,World,19916257,585,1,1,1,7,1975,2017-05-29 20:21,2009-03-03 7:29,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Pilgrim and the Stars\01 The Pilgrim and the Stars.m4a"
Parks,"Enrico Rava, John Abercrombie, Palle Danielsson & Jon Christensen",Enrico Rava,The Pilgrim and the Stars,,,,,,World,4099687,107,1,1,2,7,1975,2017-05-29 20:21,2009-03-03 7:29,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Pilgrim and the Stars\02 Parks.m4a"
Bella,"Enrico Rava, John Abercrombie, Palle Danielsson & Jon Christensen",Enrico Rava,The Pilgrim and the Stars,,,,,,World,19189426,561,1,1,3,7,1975,2017-05-29 20:21,2009-03-03 7:29,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Pilgrim and the Stars\03 Bella.m4a"
Pesce Naufrago,"Enrico Rava, John Abercrombie, Palle Danielsson & Jon Christensen",Enrico Rava,The Pilgrim and the Stars,,,,,,World,11070546,315,1,1,4,7,1975,2017-05-29 20:21,2009-03-03 7:29,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Pilgrim and the Stars\04 Pesce Naufrago.m4a"
Surprise Hotel,"Enrico Rava, John Abercrombie, Palle Danielsson & Jon Christensen",Enrico Rava,The Pilgrim and the Stars,,,,,,World,4344771,115,1,1,5,7,1975,2017-05-29 20:21,2009-03-03 7:29,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Pilgrim and the Stars\05 Surprise Hotel.m4a"
By the Sea,"Enrico Rava, John Abercrombie, Palle Danielsson & Jon Christensen",Enrico Rava & Graciela Rava,The Pilgrim and the Stars,,,,,,World,10342896,289,1,1,6,7,1975,2017-05-29 20:21,2009-03-03 7:29,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Pilgrim and the Stars\06 By the Sea.m4a"
Blancasnow,"Enrico Rava, John Abercrombie, Palle Danielsson & Jon Christensen",Enrico Rava,The Pilgrim and the Stars,,,,,,World,13906445,413,1,1,7,7,1975,2017-05-29 20:22,2009-03-03 7:29,256,44100,,Purchased AAC audio file,,,,,,,,"E:\iTunes_library\Music\Enrico Rava, John Abercrombie, Jon Chris\The Pilgrim and the Stars\07 Blancasnow.m4a"
The Rapids,Oregon,Ralph Towner,Oregon,,,,,,Jazz,17224332,505,1,1,1,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\01 The Rapids.m4a
Beacon,Oregon,Collin Walcott,Oregon,,,,,,Jazz,6077052,172,1,1,2,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\02 Beacon.m4a
Taos,Oregon,Collin Walcott,Oregon,,,,,,Jazz,12761320,371,1,1,3,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\03 Taos.m4a
Beside a Brook,Oregon,Paul McCandless,Oregon,,,,,,Jazz,9030296,259,1,1,4,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\04 Beside a Brook.m4a
Arianna,Oregon,Glen Moore,Oregon,,,,,,Jazz,13230768,385,1,1,5,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\05 Arianna.m4a
There Was No Moon That Night,Oregon,Paul McCandless,Oregon,,,,,,Jazz,14987419,437,1,1,6,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\06 There Was No Moon That Night.m4a
Skyline,Oregon,Glen Moore,Oregon,,,,,,Jazz,3117551,78,1,1,7,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\07 Skyline.m4a
Impending Bloom,Oregon,Samantha Moore & Glen Moore,Oregon,,,,,,Jazz,16107550,471,1,1,8,8,1983,2017-05-29 20:22,2009-02-03 22:23,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Oregon\Oregon\08 Impending Bloom.m4a
Short Piece for Guitar and Strings,Keith Jarrett,Keith Jarrett,In the Light,,,,,,Pop,8205912,232,2,2,3,5,1974,2017-05-29 20:24,2009-01-23 7:07,256,44100,,Purchased AAC audio file,,,,,,,,E:\iTunes_library\Music\Keith Jarrett\In the Light\2-03 Short Piece for Guitar and Stri.m4a
